application_id,producer_id,application_date,requested_amount,term_months,interest_rate,collateral_value,purpose,state,rainfall,temperature,drought_index,crop_price,selic,inflation,usd_brl,commodity_index,true_default_probability
APP0000174,PRD000069,2026-09-06,34721.29,12,16.21,40152.9,comercializacao,RS,180.7,27.5,0.254,83.85,16.34,7.89,6.904,83.16,0.6059
APP0000175,PRD000069,2025-10-12,30061.79,12,14.16,47950.97,industrializacao,RS,75.0,22.1,0.264,83.3,16.74,7.72,7.0,80.46,0.5761
APP0000176,PRD000070,2023-09-15,67470.56,6,9.69,50688.46,investimento,MG,92.9,20.3,0.023,83.53,11.49,4.14,4.898,102.79,0.4213
APP0000177,PRD000070,2025-06-06,113314.73,6,7.33,108767.44,custeio,MG,65.3,24.4,0.706,59.99,16.84,7.51,6.986,80.33,0.7733
APP0000178,PRD000071,2025-06-14,44081.47,36,10.63,66649.34,comercializacao,RS,141.9,31.4,0.328,80.37,16.84,7.51,6.986,80.33,0.6666
APP0000179,PRD000071,2022-10-28,13113.04,6,7.18,23033.12,custeio,RS,102.5,34.0,0.248,91.1,11.13,4.34,5.037,97.77,0.3887
APP0000180,PRD000071,2025-08-12,38963.2,24,14.75,45703.86,investimento,RS,89.3,23.0,0.053,90.05,16.68,7.68,6.994,80.38,0.6247
APP0000181,PRD000072,2026-01-07,71960.27,12,13.06,68129.91,comercializacao,GO,210.3,33.5,0.292,81.92,16.52,7.83,6.952,81.49,0.4718
APP0000182,PRD000072,2026-11-01,35585.09,12,10.34,21694.8,comercializacao,GO,154.6,22.0,0.105,82.69,16.32,7.8,6.864,85.41,0.4552
APP0000183,PRD000073,2024-02-17,27042.6,24,8.61,19657.85,investimento,GO,91.7,25.6,0.537,85.19,11.51,4.24,4.804,101.19,0.6689
APP0000184,PRD000073,2023-01-18,61002.14,12,9.02,52802.65,custeio,GO,71.7,28.9,0.245,86.88,11.2,4.06,4.981,99.95,0.4973
APP0000185,PRD000074,2025-03-16,26050.11,18,9.31,35549.23,industrializacao,PR,118.3,25.8,0.49,135.18,15.36,6.47,6.304,83.95,0.3601
APP0000186,PRD000075,2023-05-13,15457.85,24,9.03,11798.94,comercializacao,BA,85.5,30.8,0.042,120.65,11.32,3.99,4.959,101.0,0.2892
APP0000187,PRD000075,2025-10-21,84906.6,36,12.9,151000.09,investimento,BA,136.5,21.4,0.052,114.68,16.74,7.72,7.0,80.46,0.3602
APP0000188,PRD000075,2022-06-29,6525.51,24,10.08,7010.29,investimento,BA,168.5,18.5,0.149,120.97,10.82,4.51,5.065,99.4,0.2717
APP0000189,PRD000076,2026-06-21,33186.65,12,7.39,38308.43,custeio,TO,161.8,26.3,0.187,120.6,16.47,8.03,6.961,81.3,0.6142
APP0000190,PRD000076,2022-01-03,7959.8,6,8.58,8896.98,custeio,TO,205.0,28.5,0.03,129.37,10.46,4.45,5.045,98.92,0.3636
APP0000191,PRD000077,2022-05-19,5000,6,12.51,8459.16,comercializacao,BA,103.2,29.2,0.144,118.73,10.73,4.53,5.077,99.68,0.2116
APP0000192,PRD000077,2025-03-04,14116.78,36,10.77,17791.18,comercializacao,BA,90.6,30.7,0.538,96.08,15.36,6.47,6.304,83.95,0.4525
APP0000193,PRD000078,2022-12-09,49466.72,36,12.44,71756.21,comercializacao,GO,142.2,31.6,0.172,86.92,11.08,4.15,5.026,98.95,0.3897
APP0000194,PRD000078,2023-04-30,32067.17,36,16.37,21825.0,investimento,GO,122.4,18.1,0.097,81.36,11.38,4.0,4.932,99.91,0.4411
APP0000195,PRD000078,2024-11-07,106681.24,12,15.74,99355.78,comercializacao,GO,115.8,21.6,0.126,79.89,13.13,5.44,5.596,90.86,0.4865
APP0000196,PRD000078,2026-11-10,37158.75,24,8.37,24701.99,comercializacao,GO,154.6,22.0,0.105,82.69,16.32,7.8,6.864,85.41,0.6318
APP0000197,PRD000079,2022-10-05,47290.08,18,7.52,44192.27,investimento,MS,202.5,28.9,0.084,173.71,11.13,4.34,5.037,97.77,0.279
APP0000198,PRD000079,2026-02-06,37736.58,24,17.7,65958.64,investimento,MS,159.6,22.3,0.112,182.18,16.55,7.87,6.969,81.38,0.347
APP0000199,PRD000080,2025-10-10,9179.64,6,7.97,12492.14,comercializacao,MG,141.1,18.2,0.03,82.08,16.74,7.72,7.0,80.46,0.2883
APP0000200,PRD000081,2023-03-25,63338.25,24,12.23,102644.94,custeio,MG,158.3,33.6,0.243,72.38,11.34,4.05,4.953,99.59,0.4297
APP0000201,PRD000081,2023-02-02,28653.86,18,11.05,17291.54,custeio,MG,214.6,24.1,0.163,70.7,11.2,3.98,4.998,100.89,0.5154
APP0000202,PRD000082,2026-01-04,61259.05,24,11.75,62914.93,custeio,RS,139.7,26.6,0.293,83.96,16.52,7.83,6.952,81.49,0.4551
APP0000203,PRD000082,2025-06-05,38519.84,6,14.36,53238.79,custeio,RS,141.9,31.4,0.328,80.37,16.84,7.51,6.986,80.33,0.4773
APP0000204,PRD000082,2024-05-01,138700.34,6,11.9,146154.67,investimento,RS,69.9,33.4,0.757,70.89,11.35,4.3,4.766,101.07,0.414
APP0000205,PRD000083,2022-09-02,39265.92,36,10.95,31202.38,investimento,MT,94.8,32.4,0.084,127.9,11.12,4.39,5.008,98.34,0.4184
APP0000206,PRD000083,2022-08-31,32479.66,6,10.72,41204.22,industrializacao,MT,198.4,30.3,0.295,132.96,10.97,4.34,5.033,99.26,0.4136
APP0000207,PRD000084,2024-02-24,19876.3,12,7.47,24141.24,comercializacao,MS,40.8,23.9,0.554,171.47,11.51,4.24,4.804,101.19,0.3779
APP0000208,PRD000085,2023-09-13,60107.57,18,9.96,38674.01,industrializacao,TO,115.7,28.3,0.135,136.88,11.49,4.14,4.898,102.79,0.3175
APP0000209,PRD000086,2025-11-03,11411.14,12,13.03,11554.33,industrializacao,MG,141.5,28.1,0.111,77.44,16.6,7.75,6.959,81.73,0.3783
APP0000210,PRD000086,2022-09-23,78723.09,24,16.64,58331.08,investimento,MG,82.4,20.0,0.228,85.99,11.12,4.39,5.008,98.34,0.2651
APP0000211,PRD000087,2023-03-20,117314.25,18,17.32,148492.43,investimento,RS,179.1,24.9,0.272,86.13,11.34,4.05,4.953,99.59,0.3777
APP0000212,PRD000087,2026-10-08,42606.81,6,12.64,50769.88,custeio,RS,150.1,29.2,0.157,96.01,16.29,7.86,6.879,84.46,0.5289
APP0000213,PRD000087,2026-02-24,48262.81,12,14.83,81512.4,industrializacao,RS,119.9,20.8,0.132,97.64,16.55,7.87,6.969,81.38,0.4725
APP0000214,PRD000088,2023-03-28,19523.49,12,16.7,28586.26,comercializacao,PI,107.6,18.3,0.264,180.73,11.34,4.05,4.953,99.59,0.2536
APP0000215,PRD000088,2024-08-01,29861.35,36,9.21,26714.77,custeio,PI,161.9,26.0,0.219,183.02,11.97,4.69,5.047,96.01,0.292
APP0000216,PRD000088,2026-07-15,48145.07,18,16.26,59449.65,comercializacao,PI,76.5,18.3,0.15,165.37,16.33,7.98,6.914,82.48,0.4028
APP0000217,PRD000089,2024-01-28,22360.9,18,12.24,34777.44,comercializacao,BA,58.9,18.3,0.402,87.37,11.38,4.15,4.823,100.55,0.4129
APP0000218,PRD000089,2025-07-25,27392.5,12,11.52,34985.19,comercializacao,BA,66.4,21.2,0.09,119.07,16.76,7.58,6.979,80.98,0.5469
APP0000219,PRD000089,2024-03-15,20493.01,36,10.9,32138.61,comercializacao,BA,103.4,32.7,0.591,92.79,11.47,4.33,4.765,101.33,0.4615
APP0000220,PRD000090,2023-08-08,24728.96,6,13.09,42295.22,comercializacao,SP,137.1,24.6,0.279,68.19,11.42,4.09,4.906,103.9,0.4825
APP0000221,PRD000090,2024-11-06,15369.09,24,13.35,15180.29,industrializacao,SP,203.9,33.0,0.005,70.84,13.13,5.44,5.596,90.86,0.5647
APP0000222,PRD000090,2024-03-24,22227.92,6,16.31,19725.83,comercializacao,SP,76.5,23.5,0.678,49.8,11.47,4.33,4.765,101.33,0.7143
APP0000223,PRD000091,2023-06-29,22070.21,18,7.11,30925.6,investimento,PI,119.8,22.6,0.262,161.14,11.43,4.08,4.974,101.38,0.1763
APP0000224,PRD000092,2026-06-12,67613.95,18,16.69,57890.33,industrializacao,MG,93.7,33.9,0.049,71.01,16.47,8.03,6.961,81.3,0.6693
APP0000225,PRD000092,2025-03-06,25583.1,24,9.1,44853.84,custeio,MG,52.1,18.6,0.503,69.43,15.36,6.47,6.304,83.95,0.6597
APP0000226,PRD000093,2024-12-29,76310.83,24,17.31,121055.07,investimento,MG,157.0,18.7,0.295,72.55,13.83,5.67,5.708,89.04,0.2465
APP0000227,PRD000094,2022-06-12,24329.07,6,17.04,30858.45,investimento,TO,176.6,20.0,0.221,140.41,10.82,4.51,5.065,99.4,0.5026
APP0000228,PRD000095,2026-02-22,94755.69,36,15.67,86390.08,industrializacao,MG,141.0,34.0,0.046,83.33,16.55,7.87,6.969,81.38,0.7392
APP0000229,PRD000095,2022-04-10,18770.91,12,16.5,32295.55,industrializacao,MG,202.0,31.0,0.112,76.56,10.71,4.56,5.06,99.87,0.4638
APP0000230,PRD000095,2026-06-20,15624.92,12,9.06,17713.21,industrializacao,MG,93.7,33.9,0.049,71.01,16.47,8.03,6.961,81.3,0.7042
APP0000231,PRD000096,2023-01-21,26269.51,6,17.14,35599.38,investimento,BA,134.8,23.6,0.088,120.61,11.2,4.06,4.981,99.95,0.4196
APP0000232,PRD000096,2022-05-09,22068.55,6,6.92,37625.33,investimento,BA,103.2,29.2,0.144,118.73,10.73,4.53,5.077,99.68,0.4313
APP0000233,PRD000096,2026-02-02,17343.99,18,11.83,28028.2,industrializacao,BA,123.1,21.1,0.218,110.61,16.55,7.87,6.969,81.38,0.6391
APP0000234,PRD000096,2023-04-10,78172.16,6,12.19,62332.46,custeio,BA,141.0,31.8,0.188,115.72,11.38,4.0,4.932,99.91,0.51
APP0000235,PRD000097,2023-12-20,65890.51,24,8.52,96530.59,investimento,MS,213.1,28.1,0.102,179.28,11.37,4.23,4.853,101.44,0.4006
APP0000236,PRD000097,2025-03-24,313496.72,12,10.46,458634.35,comercializacao,MS,53.7,31.3,0.448,142.0,15.36,6.47,6.304,83.95,0.6629
APP0000237,PRD000097,2026-08-22,177015.08,12,16.96,137723.1,industrializacao,MS,62.0,31.3,0.258,175.39,16.48,7.96,6.926,83.04,0.6712
APP0000238,PRD000098,2024-12-05,43124.59,18,10.68,50387.53,investimento,RS,130.1,27.5,0.019,100.38,13.83,5.67,5.708,89.04,0.5498
APP0000239,PRD000098,2026-05-21,28852.66,24,11.41,34875.11,industrializacao,RS,86.8,19.6,0.058,85.02,16.46,8.05,6.992,80.92,0.6282
APP0000240,PRD000099,2022-07-07,126233.78,24,7.02,104133.41,custeio,SP,113.8,27.6,0.178,70.63,10.92,4.41,5.063,99.17,0.3979
APP0000241,PRD000099,2026-04-15,36652.62,12,10.88,26331.4,investimento,SP,182.6,27.5,0.142,66.68,16.55,7.95,7.038,80.49,0.5786
APP0000242,PRD000099,2025-08-13,72218.01,36,14.29,98111.35,custeio,SP,206.2,30.9,0.238,60.52,16.68,7.68,6.994,80.38,0.5602
APP0000243,PRD000099,2026-09-21,370691.99,18,12.64,337301.83,investimento,SP,105.6,21.0,0.028,61.19,16.34,7.89,6.904,83.16,0.5327
APP0000244,PRD000100,2022-09-26,7229.94,6,13.8,10882.92,investimento,MG,82.4,20.0,0.228,85.99,11.12,4.39,5.008,98.34,0.49
APP0000245,PRD000100,2025-10-04,112700.09,12,8.55,197227.99,industrializacao,MG,141.1,18.2,0.03,82.08,16.74,7.72,7.0,80.46,0.5949
APP0000246,PRD000100,2025-06-19,100824.84,18,14.05,169412.13,industrializacao,MG,65.3,24.4,0.706,59.99,16.84,7.51,6.986,80.33,0.7704
APP0000247,PRD000101,2024-12-24,13206.27,24,9.67,21040.33,comercializacao,MT,139.8,27.1,0.192,109.5,13.83,5.67,5.708,89.04,0.2959
APP0000248,PRD000102,2026-05-01,11120.11,12,6.66,15479.08,industrializacao,TO,88.5,24.8,0.255,124.13,16.46,8.05,6.992,80.92,0.2922
APP0000249,PRD000102,2022-04-28,36929.9,24,9.14,58859.11,comercializacao,TO,77.1,20.5,0.282,142.33,10.71,4.56,5.06,99.87,0.1622
APP0000250,PRD000102,2024-03-01,20378.46,12,17.27,28359.19,industrializacao,TO,54.5,18.3,0.627,108.18,11.47,4.33,4.765,101.33,0.2528
APP0000251,PRD000103,2022-05-28,51782.96,18,6.69,89067.43,industrializacao,BA,103.2,29.2,0.144,118.73,10.73,4.53,5.077,99.68,0.3424
APP0000252,PRD000103,2025-04-25,21113.62,18,15.76,14193.37,investimento,BA,42.5,25.0,0.644,85.11,15.89,6.77,6.48,81.98,0.7357
APP0000253,PRD000103,2022-02-07,19969.39,12,14.17,13685.92,industrializacao,BA,108.3,22.2,0.279,122.27,10.54,4.52,5.093,99.9,0.4246
APP0000254,PRD000104,2022-10-06,51289.43,18,7.34,43193.0,industrializacao,SP,195.0,28.9,0.275,68.61,11.13,4.34,5.037,97.77,0.5417
APP0000255,PRD000105,2024-04-11,34971.79,24,12.14,41289.35,investimento,BA,65.6,25.6,0.657,105.16,11.32,4.4,4.805,100.32,0.661
APP0000256,PRD000105,2024-03-08,46495.13,18,14.5,81673.42,industrializacao,BA,103.4,32.7,0.591,92.79,11.47,4.33,4.765,101.33,0.6008
APP0000257,PRD000105,2023-12-23,13432.44,12,17.32,19099.93,comercializacao,BA,109.0,30.1,0.091,106.88,11.37,4.23,4.853,101.44,0.481
APP0000258,PRD000105,2023-02-20,63070.91,12,6.86,76630.72,comercializacao,BA,146.8,23.8,0.13,115.79,11.2,3.98,4.998,100.89,0.4852
APP0000259,PRD000106,2023-04-23,35233.15,18,12.97,40423.48,industrializacao,MG,98.7,27.8,0.268,84.79,11.38,4.0,4.932,99.91,0.4008
APP0000260,PRD000106,2022-01-15,28352.09,24,10.02,35545.2,industrializacao,MG,158.1,30.6,0.241,81.2,10.46,4.45,5.045,98.92,0.3806
APP0000261,PRD000107,2023-09-02,46359.13,18,16.68,32768.13,industrializacao,SP,108.4,29.3,0.269,68.04,11.49,4.14,4.898,102.79,0.4009
APP0000262,PRD000107,2023-12-13,22062.51,6,11.18,22583.27,industrializacao,SP,179.2,29.3,0.198,72.02,11.37,4.23,4.853,101.44,0.3361
APP0000263,PRD000107,2023-02-12,33177.04,36,13.98,25374.59,investimento,SP,134.0,31.6,0.047,69.62,11.2,3.98,4.998,100.89,0.3364
APP0000264,PRD000107,2023-10-20,9679.65,36,11.86,5900.22,custeio,SP,115.2,18.8,0.252,69.98,11.35,4.2,4.922,102.76,0.4037
APP0000265,PRD000108,2024-04-26,55130.0,12,17.86,89530.59,comercializacao,RS,41.7,21.6,0.671,66.52,11.32,4.4,4.805,100.32,0.4982
APP0000266,PRD000108,2025-06-06,5491.71,24,14.06,4929.45,comercializacao,RS,141.9,31.4,0.328,80.37,16.84,7.51,6.986,80.33,0.6926
APP0000267,PRD000108,2026-11-27,59049.19,18,15.53,91529.11,custeio,RS,81.7,30.2,0.088,93.63,16.32,7.8,6.864,85.41,0.5505
APP0000268,PRD000108,2025-05-20,59573.72,12,16.09,103282.96,industrializacao,RS,119.6,19.1,0.515,77.72,16.25,7.09,6.729,81.39,0.6543
APP0000269,PRD000109,2024-04-19,18330.87,36,8.47,15937.49,industrializacao,GO,106.6,31.0,0.742,59.79,11.32,4.4,4.805,100.32,0.3128
APP0000270,PRD000109,2022-09-20,47891.83,12,17.87,67183.11,comercializacao,GO,193.1,19.0,0.297,85.26,11.12,4.39,5.008,98.34,0.1812
APP0000271,PRD000109,2022-07-24,24735.04,6,17.97,37406.77,custeio,GO,96.4,23.8,0.06,95.72,10.92,4.41,5.063,99.17,0.1566
APP0000272,PRD000110,2022-08-24,34843.09,36,10.5,32908.55,industrializacao,SP,178.0,20.4,0.129,71.21,10.97,4.34,5.033,99.26,0.5483
APP0000273,PRD000110,2024-01-29,11816.9,12,16.38,8872.05,custeio,SP,58.1,31.9,0.416,47.41,11.38,4.15,4.823,100.55,0.7106
APP0000274,PRD000111,2026-10-04,10505.56,36,7.13,6648.58,comercializacao,BA,158.6,19.0,0.189,123.33,16.29,7.86,6.879,84.46,0.3681
APP0000275,PRD000111,2022-08-07,65902.39,24,16.44,81357.69,investimento,BA,136.7,30.8,0.007,108.3,10.97,4.34,5.033,99.26,0.1516
APP0000276,PRD000111,2023-11-09,49208.37,24,17.58,62320.07,custeio,BA,202.9,33.5,0.24,113.37,11.34,4.18,4.877,101.75,0.1765
APP0000277,PRD000111,2025-03-20,541231.76,18,14.62,683608.49,comercializacao,BA,90.6,30.7,0.538,96.08,15.36,6.47,6.304,83.95,0.3767
APP0000278,PRD000112,2022-05-29,15825.05,18,7.05,13382.36,investimento,BA,103.2,29.2,0.144,118.73,10.73,4.53,5.077,99.68,0.52
APP0000279,PRD000113,2022-11-19,15488.42,18,11.76,12696.38,custeio,GO,70.7,19.2,0.028,88.5,11.17,4.25,4.99,99.15,0.5279
APP0000280,PRD000113,2025-09-20,30924.97,36,15.03,43596.68,custeio,GO,114.0,33.9,0.056,84.69,16.79,7.7,7.0,79.08,0.6299
APP0000281,PRD000113,2022-03-08,75182.07,18,14.67,126052.04,comercializacao,GO,177.2,31.2,0.262,89.05,10.67,4.59,5.055,98.83,0.4579
APP0000282,PRD000113,2024-02-21,31024.7,6,11.86,25626.04,investimento,GO,91.7,25.6,0.537,85.19,11.51,4.24,4.804,101.19,0.6771
APP0000283,PRD000114,2025-01-03,109898.84,18,11.35,110559.17,comercializacao,RS,106.6,32.3,0.634,75.25,14.32,6.06,5.846,87.46,0.6188
APP0000284,PRD000114,2022-10-01,37531.2,12,6.61,23250.21,custeio,RS,102.5,34.0,0.248,91.1,11.13,4.34,5.037,97.77,0.3975
APP0000285,PRD000115,2023-04-16,28994.28,6,14.21,32280.25,custeio,PI,195.2,24.9,0.031,187.76,11.38,4.0,4.932,99.91,0.3835
APP0000286,PRD000116,2026-10-19,23204.89,36,13.51,34832.5,custeio,PI,125.3,29.2,0.297,170.99,16.29,7.86,6.879,84.46,0.3005
APP0000287,PRD000116,2022-12-22,22386.69,6,7.4,37703.97,comercializacao,PI,135.8,32.1,0.075,161.39,11.08,4.15,5.026,98.95,0.1218
APP0000288,PRD000116,2026-07-30,35518.88,12,9.61,60434.66,custeio,PI,76.5,18.3,0.15,165.37,16.33,7.98,6.914,82.48,0.2532
APP0000289,PRD000116,2022-09-18,40208.6,36,15.81,62588.54,custeio,PI,212.5,31.7,0.158,159.05,11.12,4.39,5.008,98.34,0.1578
APP0000290,PRD000117,2024-07-19,46916.82,6,16.63,31443.07,industrializacao,SP,126.8,25.4,0.265,66.92,11.7,4.51,4.809,97.34,0.5056
APP0000291,PRD000118,2025-09-14,96597.46,6,16.06,113168.22,industrializacao,BA,189.8,23.1,0.073,113.03,16.79,7.7,7.0,79.08,0.3916
APP0000292,PRD000118,2023-10-20,77705.22,36,15.55,102638.05,comercializacao,BA,96.1,28.3,0.047,117.88,11.35,4.2,4.922,102.76,0.1892
APP0000293,PRD000118,2022-04-13,23548.74,12,12.67,40141.13,industrializacao,BA,62.3,19.4,0.07,121.87,10.71,4.56,5.06,99.87,0.1716
APP0000294,PRD000119,2023-01-04,11178.22,36,15.49,11311.14,comercializacao,BA,134.8,23.6,0.088,120.61,11.2,4.06,4.981,99.95,0.2877
APP0000295,PRD000120,2024-11-04,52141.83,12,12.08,70529.19,custeio,BA,196.6,18.6,0.18,111.81,13.13,5.44,5.596,90.86,0.2703
APP0000296,PRD000120,2026-06-15,22140.31,6,17.76,16451.82,custeio,BA,66.4,22.4,0.084,116.88,16.47,8.03,6.961,81.3,0.4098
APP0000297,PRD000120,2023-04-28,52897.97,36,7.07,89905.23,custeio,BA,141.0,31.8,0.188,115.72,11.38,4.0,4.932,99.91,0.2014
APP0000298,PRD000121,2026-10-18,26982.15,12,13.38,27603.44,comercializacao,TO,136.9,30.9,0.132,142.31,16.29,7.86,6.879,84.46,0.5087
APP0000299,PRD000121,2025-11-23,22128.36,6,12.18,17861.93,industrializacao,TO,94.3,29.7,0.232,119.25,16.6,7.75,6.959,81.73,0.5688
APP0000300,PRD000121,2023-05-27,17969.98,12,6.75,29265.66,custeio,TO,122.3,21.0,0.2,143.7,11.32,3.99,4.959,101.0,0.2991
APP0000301,PRD000121,2025-10-22,9869.55,36,16.61,10451.86,investimento,TO,212.6,24.8,0.183,139.68,16.74,7.72,7.0,80.46,0.5442
APP0000302,PRD000122,2025-11-18,38852.14,18,9.89,43956.63,custeio,BA,71.3,28.7,0.257,105.43,16.6,7.75,6.959,81.73,0.7433
APP0000303,PRD000123,2024-10-25,92342.07,36,13.17,92038.48,custeio,BA,175.9,22.1,0.035,113.85,12.65,5.14,5.398,92.17,0.6151
APP0000304,PRD000123,2024-02-06,46677.29,36,14.37,32004.08,comercializacao,BA,51.4,33.1,0.573,81.44,11.51,4.24,4.804,101.19,0.7199
APP0000305,PRD000123,2023-01-24,74336.42,18,13.68,125221.82,investimento,BA,134.8,23.6,0.088,120.61,11.2,4.06,4.981,99.95,0.4675
APP0000306,PRD000124,2024-04-28,23171.55,24,11.95,36002.76,comercializacao,MT,85.8,22.1,0.388,97.09,11.32,4.4,4.805,100.32,0.5624
APP0000307,PRD000124,2024-05-06,13926.94,36,7.46,21885.15,comercializacao,MT,97.6,29.4,0.535,107.72,11.35,4.3,4.766,101.07,0.5691
APP0000308,PRD000124,2022-11-19,18567.07,6,10.21,30405.85,industrializacao,MT,124.6,30.1,0.086,131.64,11.17,4.25,4.99,99.15,0.4418
APP0000309,PRD000125,2022-03-28,18019.83,36,11.13,20237.53,investimento,PI,141.1,25.5,0.013,156.4,10.67,4.59,5.055,98.83,0.4482
APP0000310,PRD000125,2025-08-15,17612.23,18,14.14,30728.88,industrializacao,PI,137.6,30.2,0.193,159.63,16.68,7.68,6.994,80.38,0.6491
APP0000311,PRD000126,2025-06-30,38398.26,36,10.41,32002.57,investimento,RS,141.9,31.4,0.328,80.37,16.84,7.51,6.986,80.33,0.5469
APP0000312,PRD000126,2025-09-02,51723.01,6,9.64,64204.77,investimento,RS,101.7,21.2,0.105,94.01,16.79,7.7,7.0,79.08,0.4504
APP0000313,PRD000126,2022-05-12,28301.32,6,14.68,35263.21,industrializacao,RS,198.5,25.8,0.087,91.74,10.73,4.53,5.077,99.68,0.2595
APP0000314,PRD000127,2024-04-02,54520.15,18,9.51,67860.17,comercializacao,SP,54.4,28.9,0.663,58.02,11.32,4.4,4.805,100.32,0.3979
APP0000315,PRD000127,2025-10-11,113066.48,36,12.03,180713.02,industrializacao,SP,64.8,31.7,0.238,65.08,16.74,7.72,7.0,80.46,0.3957
APP0000316,PRD000127,2025-07-30,5000,24,15.11,7650.42,industrializacao,SP,74.7,20.8,0.242,66.57,16.76,7.58,6.979,80.98,0.4329
APP0000317,PRD000127,2025-09-10,11771.68,24,15.8,9592.21,custeio,SP,85.7,31.0,0.16,65.69,16.79,7.7,7.0,79.08,0.4507
APP0000318,PRD000128,2023-08-06,19556.76,12,15.65,14380.51,custeio,GO,71.1,31.9,0.279,90.24,11.42,4.09,4.906,103.9,0.3731
APP0000319,PRD000129,2024-08-22,89263.78,24,13.26,117192.07,custeio,PR,134.2,23.4,0.2,155.63,11.97,4.69,5.047,96.01,0.3519
APP0000320,PRD000130,2024-11-18,49321.2,36,6.73,42574.46,industrializacao,GO,115.8,21.6,0.126,79.89,13.13,5.44,5.596,90.86,0.3694
APP0000321,PRD000130,2022-02-12,130466.41,6,7.22,132736.87,investimento,GO,130.1,22.5,0.142,94.14,10.54,4.52,5.093,99.9,0.3353
APP0000322,PRD000131,2023-01-22,47507.68,12,9.61,79031.64,custeio,BA,134.8,23.6,0.088,120.61,11.2,4.06,4.981,99.95,0.3998
APP0000323,PRD000131,2023-12-29,39617.65,24,16.19,53053.32,custeio,BA,109.0,30.1,0.091,106.88,11.37,4.23,4.853,101.44,0.4461
APP0000324,PRD000131,2022-05-03,31445.0,24,8.39,36126.1,investimento,BA,103.2,29.2,0.144,118.73,10.73,4.53,5.077,99.68,0.4969
APP0000325,PRD000131,2025-02-12,134241.87,24,14.24,222749.78,industrializacao,BA,123.1,33.2,0.456,79.77,14.99,6.26,6.101,85.95,0.6803
APP0000326,PRD000132,2024-11-01,28177.93,36,17.0,42268.33,investimento,RS,216.2,31.1,0.067,87.1,13.13,5.44,5.596,90.86,0.3019
APP0000327,PRD000133,2024-07-20,13926.23,18,17.6,10171.61,investimento,BA,135.1,23.2,0.166,118.11,11.7,4.51,4.809,97.34,0.3013
APP0000328,PRD000133,2022-11-14,106541.93,12,16.85,155580.57,investimento,BA,155.7,25.3,0.142,105.85,11.17,4.25,4.99,99.15,0.2186
APP0000329,PRD000133,2024-08-02,120345.21,6,12.58,119194.73,custeio,BA,75.2,28.9,0.178,117.45,11.97,4.69,5.047,96.01,0.3114
APP0000330,PRD000133,2024-04-11,120568.28,24,7.59,78627.22,comercializacao,BA,65.6,25.6,0.657,105.16,11.32,4.4,4.805,100.32,0.4202
APP0000331,PRD000134,2022-01-13,45084.35,18,9.34,31111.47,industrializacao,MG,158.1,30.6,0.241,81.2,10.46,4.45,5.045,98.92,0.2071
APP0000332,PRD000134,2024-10-27,54873.12,36,11.32,89107.06,comercializacao,MG,86.7,25.5,0.254,74.21,12.65,5.14,5.398,92.17,0.1755
APP0000333,PRD000135,2025-09-15,35845.38,6,17.89,56861.18,industrializacao,RS,101.7,21.2,0.105,94.01,16.79,7.7,7.0,79.08,0.7046
APP0000334,PRD000135,2026-08-11,29009.23,12,13.53,29725.24,investimento,RS,66.7,18.9,0.295,90.96,16.48,7.96,6.926,83.04,0.7423
APP0000335,PRD000135,2023-10-25,32770.83,36,13.32,54705.36,comercializacao,RS,162.3,30.1,0.061,97.82,11.35,4.2,4.922,102.76,0.4746
APP0000336,PRD000136,2025-07-10,80302.91,18,16.7,104008.16,industrializacao,PI,68.3,24.9,0.165,169.72,16.76,7.58,6.979,80.98,0.5719
APP0000337,PRD000136,2023-07-04,44531.74,36,11.24,58261.71,custeio,PI,119.0,26.7,0.056,161.31,11.39,4.11,4.951,102.57,0.3143
APP0000338,PRD000136,2026-04-15,29038.07,24,6.75,17556.9,industrializacao,PI,120.1,30.5,0.089,173.73,16.55,7.95,7.038,80.49,0.599
APP0000339,PRD000136,2023-09-21,60387.81,36,10.55,81002.3,industrializacao,PI,213.6,26.5,0.275,155.5,11.49,4.14,4.898,102.79,0.3887
APP0000340,PRD000137,2022-06-04,49001.28,18,7.79,56569.63,industrializacao,SP,123.4,21.4,0.129,62.48,10.82,4.51,5.065,99.4,0.2571
APP0000341,PRD000137,2024-11-28,91804.53,24,14.93,114179.29,industrializacao,SP,203.9,33.0,0.005,70.84,13.13,5.44,5.596,90.86,0.2646
APP0000342,PRD000137,2023-08-23,81922.54,18,9.84,50124.44,industrializacao,SP,137.1,24.6,0.279,68.19,11.42,4.09,4.906,103.9,0.3078
APP0000343,PRD000138,2023-11-01,12649.06,36,13.42,8518.48,investimento,PR,130.5,31.5,0.18,160.83,11.34,4.18,4.877,101.75,0.4184
APP0000344,PRD000139,2024-12-30,74139.37,6,15.36,44532.09,investimento,MT,139.8,27.1,0.192,109.5,13.83,5.67,5.708,89.04,0.5844
APP0000345,PRD000139,2026-11-27,46037.24,24,10.01,72635.91,industrializacao,MT,103.8,19.2,0.048,126.75,16.32,7.8,6.864,85.41,0.5509
APP0000346,PRD000139,2023-06-21,216211.21,6,12.86,237657.82,custeio,MT,92.0,20.1,0.019,109.96,11.43,4.08,4.974,101.38,0.4218
